"datetime","volt","rotate","pressure","vibration"
2015-01-01 06:00:00,151.919998705647,530.813577555042,101.788175260076,49.6040134898504
2015-01-01 07:00:00,174.522001096471,535.523532319384,113.256009499254,41.5159054753218
2015-01-01 08:00:00,146.912821646066,456.080746005808,107.786964633461,42.0996936545816
2015-01-01 09:00:00,179.530560852404,503.469990485512,108.283817221771,37.8477274946112
2015-01-01 10:00:00,180.544276621327,371.600611295334,107.55330679883,41.4678800376109
2015-01-01 11:00:00,141.41175703074,530.857266087542,87.6140012779218,44.9858461978707
2015-01-01 12:00:00,184.083821743344,450.2275288129,87.6973797069792,30.8312627133489
2015-01-01 13:00:00,166.632618417563,486.466837788584,108.067733800301,50.3800539242367
2015-01-01 14:00:00,159.892748369181,488.968697483274,102.131884360457,43.661296546187
2015-01-01 15:00:00,176.686811672085,508.202759433056,90.9511892146129,43.039695633682
2015-01-01 16:00:00,189.209256603479,489.650433185391,105.406282240959,41.8229676803595
2015-01-01 17:00:00,193.476952013768,321.534160131992,95.1188089930587,39.0747709872891
2015-01-01 18:00:00,151.991809457158,489.971433231995,91.645093837529,43.9820714981838
2015-01-01 19:00:00,163.43457550439,472.272836552649,94.3160180122348,48.480696556788
2015-01-01 20:00:00,172.195722227367,450.546223605271,104.781534129456,41.5403688340559
2015-01-01 21:00:00,170.990286133308,415.250945006269,94.0075597760703,43.8887796832372
2015-01-01 22:00:00,163.324459770552,449.927688676034,95.6326140356293,44.3332541694711
2015-01-01 23:00:00,134.868314203377,411.819888675909,112.059588899,46.1775320206043
2015-01-02 00:00:00,165.824264487382,439.806091074295,105.45927935032,45.9781263440143
2015-01-02 01:00:00,152.272945514827,459.941102771631,111.493493653732,44.4292645656797
2015-01-02 02:00:00,170.49687908846,429.651377810901,121.734718275717,42.1106736695747
2015-01-02 03:00:00,157.434244822392,417.852323938826,103.224163538901,40.9838359426281
2015-01-02 04:00:00,168.235833796306,474.176553710296,93.5518494664611,36.9891737937603
2015-01-02 05:00:00,158.877161433062,459.273717042266,96.9573842460874,36.2049680757883
2015-01-02 06:00:00,163.874795462253,419.786230352421,86.7221141207301,42.1870420306015
2015-01-02 07:00:00,164.333438585619,466.942979602922,107.206002091682,40.9979562643313
2015-01-02 08:00:00,189.925500679958,437.727298716291,102.209350516438,38.326171932576
2015-01-02 09:00:00,180.74654460263,395.985976763732,95.8619999555256,35.1028605294038
2015-01-02 10:00:00,166.515662176236,454.355025273057,97.1056982542411,36.9892531851559
2015-01-02 11:00:00,151.60659649636,396.745714762236,116.161450706399,45.0134859919762
2015-01-02 12:00:00,185.713071363974,456.084135325484,104.762696213918,37.8818024499846
2015-01-02 13:00:00,148.453892197643,498.718658729764,116.389983417401,35.2191565069067
2015-01-02 14:00:00,152.262966074201,461.765721794962,74.7115902562457,23.0250582653825
2015-01-02 15:00:00,158.356927462803,462.140328586666,106.37551358628,39.0144869704288
2015-01-02 16:00:00,155.415297357864,403.677646194542,104.936850616279,38.2732038638039
2015-01-02 17:00:00,156.445136582134,498.431083599711,105.604863659077,42.1549938369393
2015-01-02 18:00:00,189.308059190666,499.687334383763,88.9256922179129,36.6673253962597
2015-01-02 19:00:00,168.40718598519,526.367002147669,97.3591070423075,48.1803445383928
2015-01-02 20:00:00,159.261935695144,467.594462017959,99.6929502784759,34.9554417216646
2015-01-02 21:00:00,180.075832947165,471.460572705253,103.856465828194,35.4088815490584
2015-01-02 22:00:00,172.964504388753,378.632082192522,106.02797210919,45.9205597763189
2015-01-02 23:00:00,151.698549119995,400.982515460202,92.6440865230388,43.825519149203
2015-01-03 00:00:00,161.585523193236,389.993483926694,101.561089321993,35.6736205714733
2015-01-03 01:00:00,178.005989516176,410.372880730403,112.907755427388,32.2857112826279
2015-01-03 02:00:00,199.254731970258,377.382994390524,106.234897571652,48.1119230874801
2015-01-03 03:00:00,193.729148444008,462.7432016054,107.586655648096,46.4323321991642
2015-01-03 04:00:00,182.566812833542,441.040264655107,118.049330507946,43.4112827658368
2015-01-03 05:00:00,169.803955059733,417.456429076957,92.6222281574285,43.6667364289322
2015-01-03 06:00:00,144.113060569835,434.254756356797,117.835920149485,40.1724251486602
2015-01-03 07:00:00,159.03719639477,466.698900376161,109.045699040112,39.4227102318044
2015-01-03 08:00:00,166.768792019796,450.606052063494,91.4449056079956,40.3156664187278
2015-01-03 09:00:00,177.353100028306,455.026998757426,91.8614829095804,46.3468869416222
2015-01-03 10:00:00,170.890901356342,430.882526124758,106.150834985648,29.2513572634443
2015-01-03 11:00:00,170.874680793869,489.720351356083,80.1848406851503,34.2705162120185
2015-01-03 12:00:00,197.575446598624,440.520948068174,97.5594727286442,46.5427367145164
2015-01-03 13:00:00,175.814763491203,467.017229379268,96.6849403878951,50.8810195642791
2015-01-03 14:00:00,165.79173913018,480.107491171862,110.482853705249,41.3271263711996
2015-01-03 15:00:00,163.572233930546,487.337448716559,76.8970767187016,45.4921556735002
2015-01-03 16:00:00,171.429874032979,440.342416841932,100.839983515929,43.7538250968106
2015-01-03 17:00:00,157.800028865879,447.244515527253,107.756800892156,41.565226932994
2015-01-03 18:00:00,190.522851161382,432.997743189744,99.828143094662,43.1356580518559
2015-01-03 19:00:00,165.686959548647,452.831975442152,95.7219536834137,45.1872679271318
2015-01-03 20:00:00,162.071713647837,524.38688674388,92.9913775178955,49.8819925769268
2015-01-03 21:00:00,156.904806151145,420.214909314602,83.2029502249517,40.2929075645701
2015-01-03 22:00:00,184.03839608601,448.580626701122,107.148545902964,45.4066607451621
2015-01-03 23:00:00,150.840990154667,460.228948788211,87.9894367030212,41.4164520070218
2015-01-04 00:00:00,162.968902415912,509.760569495137,103.801124748059,42.9996988627763
2015-01-04 01:00:00,174.687744100095,401.146290388581,90.3237171377431,37.7550593999704
2015-01-04 02:00:00,168.375165475347,473.996047147378,96.094014059616,41.7417588188256
2015-01-04 03:00:00,173.761856259995,386.193468533745,98.306234621591,34.1905767295165
2015-01-04 04:00:00,150.257099086907,340.989850241338,89.6046843053047,35.8337147442373
2015-01-04 05:00:00,163.548868262489,362.253283171861,98.7987011174578,51.5957424711881
2015-01-04 06:00:00,144.438354536208,407.447163908379,97.9776398699817,42.2248876095801
2015-01-04 07:00:00,157.367939521783,475.929115942135,115.087055168237,45.0061602115237
2015-01-04 08:00:00,187.223758929631,472.848789045784,98.2637095292696,43.0690297534628
2015-01-04 09:00:00,173.792473038638,496.339904488151,100.68078734362,38.4829227301531
2015-01-04 10:00:00,171.279307791868,440.124095812651,97.7747655722097,38.9713167135853
2015-01-04 11:00:00,155.995608042182,483.23876730197,95.0732179666693,43.4020707207297
2015-01-04 12:00:00,161.647705907606,558.965174872977,99.2773417736057,35.1982835015558
2015-01-04 13:00:00,154.754445208688,432.790480159581,93.2926339050661,36.8566321364893
2015-01-04 14:00:00,170.802878747317,444.18687285755,86.4854420436281,40.1470872370258
2015-01-04 15:00:00,181.477004092209,461.219502833793,99.8232593409335,45.6596146040107
2015-01-04 16:00:00,174.487922230723,476.459851944607,107.803995956506,43.1754352917232
2015-01-04 17:00:00,160.735763776802,535.257561105057,94.1592779086996,34.3607525368982
2015-01-04 18:00:00,178.291809703615,446.615109200378,89.56057760577,39.0160469367569
2015-01-04 19:00:00,175.818627483035,530.704187660173,94.1559333401624,33.8806529352971
2015-01-04 20:00:00,182.648164133755,467.995581408509,110.311440757858,33.8689631018977
2015-01-04 21:00:00,163.390586204951,487.365496692568,107.060893745399,38.9927695092474
2015-01-04 22:00:00,152.309519401209,374.84224945157,97.1833632106047,32.3440370456318
2015-01-04 23:00:00,168.731464019618,428.738841781909,97.9629203851752,39.629466125831
2015-01-05 00:00:00,174.541665425789,449.355530400737,96.5876628147957,35.8943445936323
2015-01-05 01:00:00,193.386405966865,434.293009121266,96.3447454619485,38.0404521394682
2015-01-05 02:00:00,168.955062090421,362.860337929464,90.2515822957252,35.9477479405916
2015-01-05 03:00:00,176.405591217017,436.962453706806,102.956806636108,41.2551293599228
2015-01-05 04:00:00,168.751052025857,530.509837595128,73.1019496637231,35.4711131158121
2015-01-05 05:00:00,202.345966111427,423.696695963502,99.0798995665092,38.4894371832163
2015-01-05 06:00:00,190.069520890735,437.621119991844,106.884230097913,37.2318327248671
2015-01-05 07:00:00,166.515433289071,514.23693158487,92.7365558022384,37.0111687064677
2015-01-05 08:00:00,168.088938650789,361.498614957566,84.5579256875843,41.8032166748555
2015-01-05 09:00:00,169.674718935924,397.220015551446,78.5753661746843,38.3907846375425
2015-01-05 10:00:00,171.698811265769,411.200586498693,87.4148068419795,40.6437510163951
2015-01-05 11:00:00,161.523568842613,399.598354033777,105.22053114618,41.9526276814896
2015-01-05 12:00:00,171.210505808667,389.791153916302,90.2992115376362,40.139654212878
2015-01-05 13:00:00,159.563428901166,419.977904119435,91.0641888897041,37.9236480273207
2015-01-05 14:00:00,153.55696800572,378.356060840378,99.8125150450199,41.8847277626657
2015-01-05 15:00:00,182.066608366318,450.256580316693,103.111406912613,37.6022503489864
2015-01-05 16:00:00,179.849661799021,469.543876558008,101.452850093061,35.703534923788
2015-01-05 17:00:00,161.479539839832,416.945726961146,98.4981408878219,37.0095394608348
2015-01-05 18:00:00,189.091787622322,515.98663260797,86.0752389671849,43.3143579608
2015-01-05 19:00:00,167.111841263645,440.198515990739,97.0477897779734,41.6725703390401
2015-01-05 20:00:00,165.745021721168,375.515963130051,100.738989996767,38.7810780427188
2015-01-05 21:00:00,155.694924305911,513.298597202748,99.0115861623165,36.382887277628
2015-01-05 22:00:00,169.634740309488,433.526611088321,99.6772273676927,35.8095375037419
2015-01-05 23:00:00,167.945210527137,405.595417489013,105.942495933007,42.2103039547072
